Time,User,Action,Information
25/03/2020 15:32:00,175,Course view,Resource
25/03/2020 15:32:00,175,Course view,Resource
25/03/2020 15:32:00,175,Course view,Resource
25/03/2020 15:31:00,175,Course view,Resource
25/03/2020 15:31:00,175,Course view,Resource
25/03/2020 15:31:00,175,Course view,Resource
25/03/2020 15:30:00,175,Course view,Resource
25/03/2020 15:30:00,175,Course view,Resource
25/03/2020 15:30:00,175,Course view,Resource
25/03/2020 15:29:00,175,Course view,Resource
25/03/2020 15:29:00,175,Course view,Resource
25/03/2020 14:55:00,175,Course view,Page
25/03/2020 14:55:00,175,Course view,Page
25/03/2020 14:29:00,242,Course view,Resource
25/03/2020 14:22:00,175,Course view,Resource
25/03/2020 14:22:00,175,Course view,Resource
25/03/2020 13:56:00,172,Course view,Resource
25/03/2020 10:12:00,170,Course view,Resource
25/03/2020 10:12:00,170,Course view,Resource
25/03/2020 10:11:00,170,Course view,Page
25/03/2020 10:02:00,170,Course view,Page
20/03/2020 17:57:00,147,Course view,Page
20/03/2020 17:48:00,147,Course view,Page
25/03/2020 09:32:00,210,Course view,Resource
25/03/2020 09:32:00,210,Course view,Resource
25/03/2020 09:32:00,210,Course view,Resource
25/03/2020 09:31:00,210,Course view,Resource
25/03/2020 09:31:00,210,Course view,Resource
25/03/2020 09:30:00,210,Course view,Resource
24/03/2020 16:14:00,118,Course view,Page
24/03/2020 15:58:00,243,Course view,Page
24/03/2020 15:45:00,243,Course view,Assignment
24/03/2020 15:40:00,243,Course view,Page
22/03/2020 21:02:00,189,Course view,Page
22/03/2020 20:33:00,40,Course view,Assignment
22/03/2020 20:33:00,40,Upload file,Delivery file
22/03/2020 20:33:00,40,Course view,Assignment
22/03/2020 20:33:00,40,Course view,Assignment
22/03/2020 19:56:00,40,Course view,Assignment
19/03/2020 10:57:00,175,Course view,Page
19/03/2020 10:39:00,188,Course view,Page
19/03/2020 10:20:00,136,Course view,Resource
19/03/2020 10:20:00,136,Course view,Resource
19/03/2020 10:20:00,136,Course view,Resource
19/03/2020 10:20:00,136,Course view,Resource
19/03/2020 10:19:00,136,Course view,Resource
19/03/2020 10:19:00,136,Course view,Resource
19/03/2020 10:17:00,136,Course view,Resource
19/03/2020 09:59:00,136,Course view,Page
19/03/2020 09:59:00,136,Course view,Page
19/03/2020 09:54:00,136,Course view,Resource
19/03/2020 09:53:00,226,Course view,Page
19/03/2020 09:51:00,136,Course view,Resource
19/03/2020 09:49:00,136,Course view,Resource
19/03/2020 09:49:00,136,Course view,Resource
19/03/2020 09:47:00,136,Course view,Resource
19/03/2020 09:46:00,226,Course view,Page
19/03/2020 09:45:00,226,Course view,Page
19/03/2020 09:39:00,188,Course view,Page
19/03/2020 09:38:00,181,Course view,Page
19/03/2020 09:38:00,181,Course view,Resource
19/03/2020 09:37:00,181,Course view,Page
19/03/2020 09:34:00,196,Course view,Page
19/03/2020 09:31:00,194,Course view,Resource
19/03/2020 09:31:00,194,Course view,Page
19/03/2020 09:30:00,194,Course view,Page
19/03/2020 09:30:00,194,Course view,Page
19/03/2020 09:29:00,194,Forum view discussion,Forum
19/03/2020 09:28:00,181,Course view,Resource
19/03/2020 09:22:00,243,Course view,Assignment
19/03/2020 09:16:00,243,Course view,Page
19/03/2020 09:11:00,165,Course view,Page
19/03/2020 09:07:00,118,Course view,Page
19/03/2020 09:06:00,49,Course view,Page
19/03/2020 09:05:00,196,Course view,Page
19/03/2020 09:05:00,165,Course view,Resource
19/03/2020 08:56:00,196,Course view,Page
17/03/2020 12:01:00,210,Course view,Resource
17/03/2020 11:49:00,147,Course view,Resource
17/03/2020 11:48:00,147,Course view,Resource
17/03/2020 11:23:00,170,Course view,Resource
17/03/2020 11:21:00,170,Course view,Resource
17/03/2020 11:18:00,118,Course view,Page
17/03/2020 11:04:00,54,Forum view discussion,Forum
17/03/2020 10:52:00,243,Course view,Resource
17/03/2020 10:52:00,243,Course view,Resource
17/03/2020 10:48:00,243,Course view,Resource
17/03/2020 10:47:00,243,Course view,Resource
17/03/2020 10:47:00,243,Course view,Resource
17/03/2020 10:46:00,243,Course view,Resource
17/03/2020 10:45:00,243,Course view,Page
17/03/2020 10:45:00,243,Course view,Page
17/03/2020 10:45:00,243,Course view,Page
17/03/2020 10:35:00,54,Course view,Resource
17/03/2020 10:32:00,54,Course view,Page
17/03/2020 10:32:00,54,Forum view discussion,Forum
17/03/2020 10:30:00,54,Forum view discussion,Forum
17/03/2020 10:30:00,54,Create subscription,Forum
17/03/2020 09:59:00,118,Course view,Page
17/03/2020 09:58:00,118,Course view,Resource
17/03/2020 09:58:00,118,Course view,Resource
17/03/2020 09:32:00,147,Course view,Page
23/03/2020 10:18:00,178,Course view,Resource
23/03/2020 10:18:00,178,Course view,Quiz
23/03/2020 10:18:00,178,Course view,Page
23/03/2020 10:15:00,178,Course view,Page
23/03/2020 10:15:00,61,Course view,Resource
23/03/2020 10:14:00,178,Course view,Page
23/03/2020 10:14:00,61,Course view,Resource
23/03/2020 10:13:00,61,Course view,Resource
23/03/2020 09:05:00,188,Course view,Resource
23/03/2020 02:24:00,181,Course view,Page
23/03/2020 02:05:00,181,Course view,Page
23/03/2020 02:04:00,181,Course view,Page
23/03/2020 02:04:00,181,Course view,Forum
23/03/2020 01:57:00,181,Forum view discussion,Forum
23/03/2020 01:57:00,181,Course view,Forum
23/03/2020 01:56:00,181,Course view,Resource
23/03/2020 01:55:00,181,Course view,Page
23/03/2020 01:52:00,181,Forum view discussion,Forum
23/03/2020 01:51:00,181,Forum view discussion,Forum
23/03/2020 01:50:00,181,Course view,Page
23/03/2020 01:50:00,181,Course view,Resource
23/03/2020 01:49:00,181,Course view,Page
19/03/2020 19:01:00,47,Course view,Forum
19/03/2020 18:59:00,47,Course view,Resource
19/03/2020 18:57:00,47,Course view,Resource
19/03/2020 18:56:00,47,Course view,Resource
19/03/2020 18:55:00,47,Course view,Resource
19/03/2020 18:46:00,226,Course view,Page
19/03/2020 18:46:00,226,Course view,Forum
19/03/2020 18:40:00,115,Course view,Page
19/03/2020 18:37:00,226,Course view,Assignment
19/03/2020 18:37:00,226,Course view,Assignment
19/03/2020 18:36:00,226,Course view,Assignment
19/03/2020 18:33:00,226,Course view,Resource
19/03/2020 18:32:00,226,Course view,Page
19/03/2020 18:31:00,226,Course view,Page
19/03/2020 18:27:00,226,Forum view discussion,Forum
19/03/2020 18:26:00,226,Course view,Page
19/03/2020 18:13:00,49,Course view,Page
19/03/2020 17:59:00,188,Course view,Page
19/03/2020 17:59:00,188,Course view,Page
19/03/2020 17:46:00,61,Course view,Page
19/03/2020 17:45:00,61,Course view,Quiz
19/03/2020 17:43:00,61,Quiz view summary,Quiz
19/03/2020 17:43:00,61,Quiz close attempt,Quiz
19/03/2020 17:42:00,61,Quiz review,Quiz
19/03/2020 17:42:00,61,Quiz view,Quiz
19/03/2020 17:42:00,61,Quiz view,Quiz
19/03/2020 17:41:00,61,Quiz view,Quiz
19/03/2020 17:41:00,61,Quiz view,Quiz
19/03/2020 17:41:00,61,Quiz view,Quiz
19/03/2020 17:40:00,165,Course view,Page
19/03/2020 17:40:00,61,Quiz view,Quiz
19/03/2020 17:40:00,61,Quiz view,Quiz
19/03/2020 17:39:00,61,Quiz view,Quiz
19/03/2020 17:39:00,61,Quiz view,Quiz
19/03/2020 17:38:00,61,Quiz view,Quiz
19/03/2020 17:38:00,61,Quiz attempt,Quiz
19/03/2020 17:38:00,61,Course view,Quiz
19/03/2020 17:25:00,165,Course view,Page
19/03/2020 17:21:00,188,Course view,Page
19/03/2020 17:19:00,165,Course view,Page
19/03/2020 17:17:00,136,Course view,Page
19/03/2020 17:14:00,49,Course view,Page
19/03/2020 16:51:00,165,Course view,Page
19/03/2020 16:24:00,29,Course view,Resource
19/03/2020 16:24:00,29,Course view,Resource
19/03/2020 16:10:00,210,Course view,Assignment
19/03/2020 16:10:00,118,Course view,Page
19/03/2020 16:09:00,210,Course view,Page
19/03/2020 16:09:00,210,Course view,Assignment
19/03/2020 16:04:00,113,Course view,Resource
17/03/2020 20:49:00,189,Course view,Page
17/03/2020 17:18:00,102,Course view,Page
17/03/2020 16:59:00,102,Course view,Resource
17/03/2020 16:55:00,102,Course view,Resource
17/03/2020 16:55:00,102,Course view,Resource
17/03/2020 16:40:00,118,Course view,Page
22/03/2020 15:32:00,226,Course view,Assignment
22/03/2020 15:32:00,226,Course view,Assignment
22/03/2020 15:31:00,226,Course view,Assignment
22/03/2020 15:31:00,226,Upload file,Delivery file
22/03/2020 15:31:00,226,Course view,Assignment
22/03/2020 15:30:00,226,Course view,Assignment
22/03/2020 15:29:00,226,Course view,Assignment
22/03/2020 15:06:00,49,Course view,Resource
22/03/2020 15:05:00,49,Course view,Resource
22/03/2020 15:05:00,49,Course view,Assignment
22/03/2020 15:04:00,49,Course view,Resource
22/03/2020 15:03:00,49,Course view,Assignment
22/03/2020 15:02:00,49,Course view,Page
22/03/2020 14:05:00,118,Course view,Assignment
22/03/2020 14:05:00,118,Course view,Assignment
19/03/2020 15:49:00,113,Course view,Resource
19/03/2020 15:45:00,113,Course view,Resource
19/03/2020 15:36:00,113,Course view,Resource
19/03/2020 15:32:00,113,Course view,Resource
19/03/2020 15:32:00,113,Course view,Resource
19/03/2020 15:32:00,113,Course view,Resource
19/03/2020 15:21:00,113,Course view,Resource
19/03/2020 15:17:00,113,Course view,Resource
19/03/2020 14:46:00,113,Course view,Resource
19/03/2020 14:46:00,113,Course view,Resource
19/03/2020 14:46:00,113,Course view,Resource
19/03/2020 12:08:00,175,Course view,Resource
19/03/2020 12:08:00,175,Course view,Resource
19/03/2020 12:07:00,175,Course view,Resource
19/03/2020 12:07:00,175,Course view,Resource
19/03/2020 12:07:00,175,Course view,Resource
19/03/2020 12:07:00,175,Course view,Resource
19/03/2020 12:06:00,175,Course view,Resource
19/03/2020 12:06:00,175,Course view,Resource
19/03/2020 12:06:00,175,Quiz view summary,Quiz
19/03/2020 12:06:00,175,Quiz close attempt,Quiz
19/03/2020 12:06:00,175,Quiz review,Quiz
19/03/2020 12:05:00,175,Quiz view,Quiz
19/03/2020 12:04:00,175,Quiz view,Quiz
19/03/2020 12:04:00,175,Quiz view,Quiz
19/03/2020 12:03:00,175,Quiz view,Quiz
19/03/2020 12:03:00,175,Quiz view,Quiz
19/03/2020 12:02:00,175,Quiz view,Quiz
19/03/2020 12:01:00,175,Quiz view,Quiz
19/03/2020 11:59:00,175,Quiz view,Quiz
19/03/2020 11:59:00,175,Quiz view,Quiz
19/03/2020 11:58:00,175,Quiz view,Quiz
19/03/2020 11:58:00,175,Quiz view,Quiz
19/03/2020 11:56:00,175,Quiz view,Quiz
19/03/2020 11:56:00,175,Quiz view,Quiz
19/03/2020 11:53:00,175,Quiz view,Quiz
19/03/2020 11:53:00,175,Quiz view,Quiz
19/03/2020 11:51:00,175,Quiz view,Quiz
19/03/2020 11:51:00,175,Quiz attempt,Quiz
19/03/2020 11:51:00,175,Course view,Quiz
19/03/2020 11:50:00,175,Quiz view summary,Quiz
19/03/2020 11:50:00,175,Quiz close attempt,Quiz
19/03/2020 11:50:00,175,Quiz review,Quiz
19/03/2020 11:50:00,175,Quiz view,Quiz
19/03/2020 11:50:00,175,Quiz view,Quiz
19/03/2020 11:50:00,175,Quiz view,Quiz
19/03/2020 11:49:00,175,Quiz review,Quiz
19/03/2020 11:49:00,175,Quiz view,Quiz
19/03/2020 11:48:00,175,Quiz view,Quiz
19/03/2020 11:48:00,175,Quiz view,Quiz
19/03/2020 11:46:00,175,Quiz view,Quiz
19/03/2020 11:45:00,175,Quiz view,Quiz
19/03/2020 11:43:00,175,Quiz view,Quiz
19/03/2020 11:42:00,175,Quiz view,Quiz
19/03/2020 11:42:00,175,Quiz view,Quiz
19/03/2020 11:41:00,175,Quiz view,Quiz
19/03/2020 11:41:00,175,Quiz view,Quiz
19/03/2020 11:41:00,175,Quiz view,Quiz
19/03/2020 11:39:00,175,Quiz view,Quiz
19/03/2020 11:39:00,175,Quiz view,Quiz
19/03/2020 11:38:00,175,Quiz view,Quiz
19/03/2020 11:38:00,175,Quiz view,Quiz
19/03/2020 11:38:00,175,Quiz view,Quiz
19/03/2020 11:37:00,175,Quiz view,Quiz
19/03/2020 11:35:00,175,Quiz view,Quiz
19/03/2020 11:34:00,175,Quiz view,Quiz
19/03/2020 11:33:00,175,Quiz view,Quiz
19/03/2020 11:33:00,175,Quiz attempt,Quiz
19/03/2020 11:33:00,175,Course view,Quiz
19/03/2020 11:21:00,61,Course view,Page
19/03/2020 11:18:00,109,Course view,Page
19/03/2020 11:18:00,109,Course view,Quiz
19/03/2020 11:17:00,109,Course view,Resource
19/03/2020 11:16:00,109,Course view,Resource
19/03/2020 11:15:00,109,Course view,Resource
19/03/2020 11:14:00,175,Course view,Page
19/03/2020 11:13:00,109,Course view,Resource
16/03/2020 17:07:00,136,Course view,Resource
16/03/2020 17:07:00,136,Course view,Resource
16/03/2020 17:07:00,136,Course view,Resource
16/03/2020 16:44:00,167,Course view,Forum
16/03/2020 16:44:00,167,Forum view discussion,Forum
16/03/2020 16:44:00,167,Forum view discussion,Forum
16/03/2020 16:34:00,167,Forum view discussion,Forum
16/03/2020 13:44:00,67,Course view,Page
16/03/2020 13:39:00,209,Course view,Page
16/03/2020 12:18:00,118,Course view,Resource
16/03/2020 12:18:00,118,Course view,Resource
16/03/2020 12:18:00,118,Course view,Resource
16/03/2020 12:18:00,118,Course view,Resource
16/03/2020 11:45:00,209,Forum view discussion,Forum
16/03/2020 11:45:00,209,Forum view discussion,Forum
16/03/2020 11:31:00,138,Course view,Page
27/03/2020 17:34:00,97,Quiz view summary,Quiz
27/03/2020 17:34:00,97,Quiz close attempt,Quiz
27/03/2020 17:34:00,97,Quiz review,Quiz
27/03/2020 17:33:00,97,Quiz view,Quiz
27/03/2020 17:32:00,97,Quiz view,Quiz
27/03/2020 17:31:00,97,Quiz view,Quiz
27/03/2020 17:30:00,97,Quiz view,Quiz
27/03/2020 17:28:00,97,Quiz view,Quiz
27/03/2020 17:26:00,97,Quiz view,Quiz
27/03/2020 17:26:00,97,Quiz attempt,Quiz
27/03/2020 17:25:00,97,Course view,Quiz
27/03/2020 16:47:00,147,Course view,Page
21/03/2020 14:41:00,118,Quiz view,Quiz
21/03/2020 14:41:00,118,Quiz view,Quiz
21/03/2020 14:41:00,118,Quiz view,Quiz
21/03/2020 14:40:00,118,Quiz view,Quiz
21/03/2020 14:39:00,118,Quiz view,Quiz
21/03/2020 14:39:00,118,Quiz view,Quiz
21/03/2020 14:39:00,118,Course view,Quiz
21/03/2020 14:39:00,118,Course view,Quiz
21/03/2020 13:50:00,113,Course view,Resource
21/03/2020 13:50:00,113,Course view,Resource
21/03/2020 13:21:00,113,Course view,Resource
20/03/2020 19:36:00,180,Course view,Page
20/03/2020 19:35:00,180,Forum view discussion,Forum
20/03/2020 19:00:00,109,Course view,Resource
20/03/2020 19:00:00,109,Course view,Resource
20/03/2020 19:00:00,109,Course view,Resource
20/03/2020 19:00:00,109,Course view,Resource
20/03/2020 18:59:00,109,Course view,Resource
20/03/2020 18:59:00,109,Course view,Quiz
20/03/2020 18:59:00,109,Course view,Quiz
20/03/2020 18:58:00,109,Course view,Resource
20/03/2020 18:56:00,109,Course view,Resource
20/03/2020 18:56:00,109,Course view,Resource
20/03/2020 18:56:00,109,Course view,Resource
20/03/2020 18:56:00,109,Course view,Resource
20/03/2020 18:56:00,109,Course view,Page
18/03/2020 11:14:00,148,Course view,Resource
18/03/2020 11:14:00,148,Course view,Resource
18/03/2020 11:13:00,148,Course view,Resource
18/03/2020 11:12:00,148,Course view,Resource
18/03/2020 11:10:00,62,Course view,Page
18/03/2020 10:34:00,102,Course view,Resource
18/03/2020 10:34:00,102,Course view,Resource
18/03/2020 09:42:00,151,Course view,Page
18/03/2020 09:42:00,151,Course view,Resource
18/03/2020 09:26:00,151,Course view,Page
18/03/2020 09:26:00,151,Course view,Resource
18/03/2020 09:26:00,151,Course view,Resource
18/03/2020 09:26:00,151,Course view,Resource
18/03/2020 09:23:00,210,Course view,Resource
18/03/2020 09:23:00,210,Course view,Resource
18/03/2020 09:23:00,210,Course view,Resource
18/03/2020 09:11:00,147,Course view,Assignment
18/03/2020 08:48:00,61,Create subscription,Forum
18/03/2020 01:32:00,148,Course view,Resource
18/03/2020 01:31:00,148,Course view,Resource
18/03/2020 01:28:00,148,Course view,Resource
18/03/2020 01:28:00,148,Course view,Resource
18/03/2020 01:23:00,148,Course view,Resource
18/03/2020 01:19:00,148,Course view,Resource
18/03/2020 01:19:00,148,Course view,Resource
18/03/2020 01:18:00,148,Course view,Resource
18/03/2020 01:18:00,148,Course view,Resource
18/03/2020 01:17:00,148,Course view,Resource
18/03/2020 01:17:00,148,Course view,Resource
18/03/2020 01:16:00,148,Course view,Resource
18/03/2020 01:16:00,148,Course view,Resource
18/03/2020 01:16:00,148,Course view,Resource
18/03/2020 01:16:00,148,Course view,Resource
18/03/2020 00:01:00,189,Course view,Page
17/03/2020 22:30:00,113,Course view,Page
12/03/2020 15:44:00,147,Course view,Resource
12/03/2020 15:10:00,147,Course view,Resource
12/03/2020 14:54:00,147,Course view,Resource
21/03/2020 22:31:00,5,Course view,Page
21/03/2020 22:31:00,5,Course view,Resource
21/03/2020 22:28:00,5,Course view,Page
21/03/2020 22:13:00,5,Forum view discussion,Forum
21/03/2020 22:11:00,5,Course view,Page
21/03/2020 22:09:00,5,Course view,Page
18/03/2020 23:13:00,180,Quiz view,Quiz
18/03/2020 23:12:00,180,Quiz view,Quiz
18/03/2020 23:12:00,180,Quiz view,Quiz
18/03/2020 23:12:00,180,Quiz view,Quiz
18/03/2020 23:12:00,180,Quiz view,Quiz
18/03/2020 23:08:00,180,Quiz view,Quiz
18/03/2020 23:05:00,180,Quiz view,Quiz
18/03/2020 23:02:00,180,Quiz view,Quiz
18/03/2020 23:02:00,180,Quiz view,Quiz
18/03/2020 22:58:00,180,Quiz view,Quiz
18/03/2020 22:57:00,180,Quiz view,Quiz
18/03/2020 22:50:00,180,Quiz view,Quiz
18/03/2020 22:49:00,180,Quiz view,Quiz
18/03/2020 22:48:00,180,Quiz view,Quiz
18/03/2020 22:42:00,180,Quiz view,Quiz
18/03/2020 22:42:00,180,Quiz view,Quiz
18/03/2020 22:42:00,180,Quiz view,Quiz
18/03/2020 22:39:00,180,Quiz view,Quiz
18/03/2020 22:33:00,180,Quiz view,Quiz
18/03/2020 22:31:00,180,Quiz view,Quiz
18/03/2020 22:24:00,180,Quiz view,Quiz
18/03/2020 22:24:00,180,Quiz attempt,Quiz
18/03/2020 22:24:00,180,Course view,Quiz
18/03/2020 21:47:00,148,Course view,Page
18/03/2020 21:12:00,148,Course view,Page
18/03/2020 21:08:00,148,Course view,Assignment
18/03/2020 21:07:00,148,Course view,Assignment
18/03/2020 19:39:00,97,Quiz view,Quiz
18/03/2020 19:38:00,97,Quiz view,Quiz
18/03/2020 19:36:00,97,Quiz view,Quiz
18/03/2020 19:35:00,97,Quiz view,Quiz
18/03/2020 19:34:00,5,Forum view discussion,Forum
18/03/2020 19:34:00,5,Forum view discussion,Forum
18/03/2020 19:34:00,97,Quiz view,Quiz
18/03/2020 19:34:00,97,Quiz attempt,Quiz
18/03/2020 19:34:00,97,Course view,Quiz
18/03/2020 19:33:00,97,Quiz view summary,Quiz
18/03/2020 19:33:00,97,Quiz close attempt,Quiz
18/03/2020 19:33:00,97,Quiz review,Quiz
18/03/2020 19:33:00,97,Quiz view,Quiz
18/03/2020 19:33:00,5,Course view,Page
18/03/2020 19:33:00,97,Quiz view,Quiz
18/03/2020 19:33:00,97,Quiz view,Quiz
18/03/2020 19:32:00,97,Quiz review,Quiz
18/03/2020 19:32:00,97,Quiz view,Quiz
18/03/2020 19:31:00,97,Quiz view,Quiz
18/03/2020 19:31:00,97,Quiz view,Quiz
18/03/2020 19:30:00,97,Quiz view,Quiz
18/03/2020 19:30:00,97,Quiz view,Quiz
18/03/2020 19:29:00,97,Quiz view,Quiz
18/03/2020 19:29:00,97,Quiz view,Quiz
18/03/2020 19:28:00,97,Quiz view,Quiz
18/03/2020 19:28:00,97,Quiz view,Quiz
18/03/2020 19:27:00,97,Quiz view,Quiz
18/03/2020 19:27:00,97,Quiz view,Quiz
18/03/2020 19:26:00,5,Course view,Page
18/03/2020 19:25:00,97,Quiz view,Quiz
18/03/2020 19:25:00,97,Quiz view,Quiz
18/03/2020 19:25:00,5,Course view,Resource
18/03/2020 19:20:00,5,Course view,Resource
18/03/2020 19:19:00,5,Forum view discussion,Forum
18/03/2020 19:19:00,97,Quiz view,Quiz
18/03/2020 19:18:00,97,Quiz view,Quiz
18/03/2020 19:18:00,97,Quiz view,Quiz
18/03/2020 19:18:00,97,Quiz view,Quiz
18/03/2020 19:18:00,180,Course view,Quiz
18/03/2020 19:17:00,180,Quiz view summary,Quiz
