time:timestamp,utente,Utente coinvolto,evento,Componente,concept:name,Descrizione;
3/02/2020 18:43,User 77,/,File: Risultati scritto 23 luglio,Risorsa,Visualizzato modulo corso,The user with id '14689' viewed the 'resource' activity with course module id '82894'.;
3/02/2020 18:43,User 77,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '14689' viewed the course with id '1750'.;
3/02/2020 18:42,User 77,/,Pagina: Calendario delle lezioni,Pagina,Visualizzato modulo corso,The user with id '14689' viewed the 'page' activity with course module id '54154'.;
3/02/2020 18:42,User 77,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '14689' viewed the course with id '1750'.;
3/02/2020 18:40,User 77,/,Pagina: Modalità di esame,Pagina,Visualizzato modulo corso,The user with id '14689' viewed the 'page' activity with course module id '54157'.;
3/02/2020 18:40,User 77,/,Pagina: Modalità di esame,Pagina,Visualizzato modulo corso,The user with id '14689' viewed the 'page' activity with course module id '54157'.;
3/02/2020 18:40,User 77,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '14689' viewed the course with id '1750'.;
3/02/2020 14:27,User 9,/,File: SQL Query - Parte 1,Risorsa,Visualizzato modulo corso,The user with id '20529' viewed the 'resource' activity with course module id '54246'.;
3/02/2020 14:26,User 9,/,Corso: BASI DI DATI - 25880,Tour utente,Terminato tour,The user with id '20529' has ended the tour with id '3' at step index '0' (id '15') on the page with URL 'https://2018.aulaweb.unige.it/course/view.php?id=1750'.;
3/02/2020 14:26,User 9,/,Corso: BASI DI DATI - 25880,Tour utente,Visualizzato passo,The user with id '20529' has viewed the tour with id '3' at step index '0' (id '15') on the page with URL 'https://2018.aulaweb.unige.it/course/view.php?id=1750'.;
3/02/2020 14:26,User 9,/,Corso: BASI DI DATI - 25880,Tour utente,Avviato tour,The user with id '20529' has started the tour with id '3' on the page with URL 'https://2018.aulaweb.unige.it/course/view.php?id=1750'.;
3/02/2020 14:26,User 9,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '20529' viewed the course with id '1750'.;
"3/02/2020 11:30,User 58,/,""File: SQL - Modifiche, vincoli, viste"",Risorsa,Visualizzato modulo corso,The user with id '53929' viewed the 'resource' activity with course module id '54250'.";
3/02/2020 11:30,User 58,/,File: SQL: Divisione,Risorsa,Visualizzato modulo corso,The user with id '53929' viewed the 'resource' activity with course module id '54249'.;
3/02/2020 11:30,User 58,/,File: SQL - Valori nulli e sottointerrogazioni,Risorsa,Visualizzato modulo corso,The user with id '53929' viewed the 'resource' activity with course module id '54248'.;
3/02/2020 11:29,User 58,/,File: SQL - Operazioni insiemistiche e Funzioni di gruppo/Raggruppamento,Risorsa,Visualizzato modulo corso,The user with id '53929' viewed the 'resource' activity with course module id '54247'.;
3/02/2020 11:29,User 58,/,File: SQL Query - Parte 1,Risorsa,Visualizzato modulo corso,The user with id '53929' viewed the 'resource' activity with course module id '54246'.;
3/02/2020 11:29,User 58,/,File: Algebra relazionale,Risorsa,Visualizzato modulo corso,The user with id '53929' viewed the 'resource' activity with course module id '54245'.;
3/02/2020 11:29,User 58,/,File: Uso PostgreSQL in Labo,Risorsa,Visualizzato modulo corso,The user with id '53929' viewed the 'resource' activity with course module id '54242'.;
3/02/2020 11:29,User 58,/,File: SQL - DDL,Risorsa,Visualizzato modulo corso,The user with id '53929' viewed the 'resource' activity with course module id '54239'.;
3/02/2020 11:29,User 58,/,URL: PostgreSQL - Documentazione,URL,Visualizzato modulo corso,The user with id '53929' viewed the 'url' activity with course module id '54234'.;
3/02/2020 11:29,User 58,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '53929' viewed the course with id '1750'.;
3/02/2020 11:29,User 58,/,URL: PostgreSQL - Documentazione,URL,Visualizzato modulo corso,The user with id '53929' viewed the 'url' activity with course module id '54234'.;
3/02/2020 11:28,User 58,/,File: Verifica di qualità e normalizzazione (le slide con sfondo azzurro e quelle finali sono solo per approfondimenti),Risorsa,Visualizzato modulo corso,The user with id '53929' viewed the 'resource' activity with course module id '54230'.;
3/02/2020 11:28,User 58,/,File: Progettazione logica di basi di dati,Risorsa,Visualizzato modulo corso,The user with id '53929' viewed the 'resource' activity with course module id '54226'.;
3/02/2020 11:28,User 58,/,File: Progettazione concettuale di basi di dati,Risorsa,Visualizzato modulo corso,The user with id '53929' viewed the 'resource' activity with course module id '54223'.;
3/02/2020 11:28,User 58,/,File: Modello Entity Relationship,Risorsa,Visualizzato modulo corso,The user with id '53929' viewed the 'resource' activity with course module id '54218'.;
3/02/2020 11:28,User 58,/,File: Il modello relazionale,Risorsa,Visualizzato modulo corso,The user with id '53929' viewed the 'resource' activity with course module id '54214'.;
3/02/2020 11:28,User 58,/,File: Introduzione ai contenuti del corso,Risorsa,Visualizzato modulo corso,The user with id '53929' viewed the 'resource' activity with course module id '54212'.;
3/02/2020 11:28,User 58,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '53929' viewed the course with id '1750'.;
3/02/2020 10:24,User 163,/,File: DataGrip per produrre rappresentazione grafica schema SQL,Risorsa,Visualizzato modulo corso,The user with id '36980' viewed the 'resource' activity with course module id '79499'.;
3/02/2020 10:24,User 163,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '36980' viewed the course with id '1750'.;
3/02/2020 10:23,User 163,/,Corso: BASI DI DATI - 25880,Log,Visualizzato report log,The user with id '36980' viewed the log report for the course with id '1750'.;
3/02/2020 10:23,User 163,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '36980' viewed the course with id '1750'.;
3/02/2020 10:23,User 163,/,URL: draw.io per disegno diagrammi ER,URL,Visualizzato modulo corso,The user with id '36980' viewed the 'url' activity with course module id '54207'.;
3/02/2020 10:23,User 163,/,Corso: BASI DI DATI - 25880,Log,Visualizzato report log,The user with id '36980' viewed the log report for the course with id '1750'.;
3/02/2020 10:22,User 163,/,Corso: BASI DI DATI - 25880,Log,Visualizzato report log,The user with id '36980' viewed the log report for the course with id '1750'.;
3/02/2020 10:22,User 163,/,Corso: BASI DI DATI - 25880,Log,Visualizzato report log,The user with id '36980' viewed the log report for the course with id '1750'.;
3/02/2020 10:22,User 163,/,Corso: BASI DI DATI - 25880,Log,Visualizzato report log,The user with id '36980' viewed the log report for the course with id '1750'.;
3/02/2020 10:22,User 163,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '36980' viewed the course with id '1750'.;
1/02/2020 13:19,User 39,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '17693' viewed the course with id '1750'.;
31/01/2020 18:23,User 110,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '13879' viewed the course with id '1750'.;
31/01/2020 18:23,User 110,/,File: Esempio routine AggiornaVal da slide,Risorsa,Visualizzato modulo corso,The user with id '13879' viewed the 'resource' activity with course module id '78280'.;
31/01/2020 18:23,User 110,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '13879' viewed the course with id '1750'.;
31/01/2020 18:22,User 110,/,Cartella: Esempi e esercizi progettazione concettuale,Cartella,Visualizzato modulo corso,The user with id '13879' viewed the 'folder' activity with course module id '62875'.;
31/01/2020 18:21,User 110,/,File: Progetto Modalità tradizionale -Specifica iniziale,Risorsa,Visualizzato modulo corso,The user with id '13879' viewed the 'resource' activity with course module id '74872'.;
31/01/2020 18:20,User 110,/,File: Progetto: modalità di svolgimento e consegna,Risorsa,Visualizzato modulo corso,The user with id '13879' viewed the 'resource' activity with course module id '54206'.;
31/01/2020 18:20,User 110,/,File: Progetto - modalità tradizionale e modalità 2 fasi (organizzazione e valutazione),Risorsa,Visualizzato modulo corso,The user with id '13879' viewed the 'resource' activity with course module id '60780'.;
31/01/2020 18:20,User 110,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '13879' viewed the course with id '1750'.;
31/01/2020 18:18,User 110,/,Pagina: Modalità di esame,Pagina,Visualizzato modulo corso,The user with id '13879' viewed the 'page' activity with course module id '54157'.;
31/01/2020 18:18,User 110,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '13879' viewed the course with id '1750'.;
31/01/2020 16:33,User 26,/,URL: draw.io per disegno diagrammi ER,URL,Visualizzato modulo corso,The user with id '13076' viewed the 'url' activity with course module id '54207'.;
31/01/2020 16:33,User 26,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '13076' viewed the course with id '1750'.;
31/01/2020 16:28,User 58,/,URL: draw.io per disegno diagrammi ER,URL,Visualizzato modulo corso,The user with id '53929' viewed the 'url' activity with course module id '54207'.;
31/01/2020 16:28,User 26,/,URL: draw.io per disegno diagrammi ER,URL,Visualizzato modulo corso,The user with id '13076' viewed the 'url' activity with course module id '54207'.;
31/01/2020 16:15,User 26,/,File: Progetto: modalità di svolgimento e consegna,Risorsa,Visualizzato modulo corso,The user with id '13076' viewed the 'resource' activity with course module id '54206'.;
31/01/2020 16:06,User 26,/,File: Progetto Modalità tradizionale - Specifica finale (seconda parte),Risorsa,Visualizzato modulo corso,The user with id '13076' viewed the 'resource' activity with course module id '54210'.;
31/01/2020 16:06,User 26,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '13076' viewed the course with id '1750'.;
31/01/2020 16:06,User 26,/,File: Progetto - modalità tradizionale e modalità 2 fasi (organizzazione e valutazione),Risorsa,Visualizzato modulo corso,The user with id '13076' viewed the 'resource' activity with course module id '60780'.;
31/01/2020 16:06,User 26,/,File: Gruppi Laboratorio e Progetto,Risorsa,Visualizzato modulo corso,The user with id '13076' viewed the 'resource' activity with course module id '66026'.;
31/01/2020 16:06,User 26,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '13076' viewed the course with id '1750'.;
31/01/2020 16:05,User 26,/,File: Gruppi Laboratorio e Progetto,Risorsa,Visualizzato modulo corso,The user with id '13076' viewed the 'resource' activity with course module id '66026'.;
31/01/2020 16:04,User 58,/,File: Gruppi Laboratorio e Progetto,Risorsa,Visualizzato modulo corso,The user with id '53929' viewed the 'resource' activity with course module id '66026'.;
31/01/2020 16:02,User 26,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '13076' viewed the course with id '1750'.;
31/01/2020 16:02,User 26,/,File: Progetto Modalità 2 fasi - Specifica iniziale,Risorsa,Visualizzato modulo corso,The user with id '13076' viewed the 'resource' activity with course module id '54205'.;
31/01/2020 16:02,User 26,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '13076' viewed the course with id '1750'.;
31/01/2020 16:02,User 26,/,File: Progetto Modalità 2 fasi - Specifica seconda fase,Risorsa,Visualizzato modulo corso,The user with id '13076' viewed the 'resource' activity with course module id '66729'.;
31/01/2020 16:02,User 58,/,File: Progetto: modalità di svolgimento e consegna,Risorsa,Visualizzato modulo corso,The user with id '53929' viewed the 'resource' activity with course module id '54206'.;
31/01/2020 16:02,User 58,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '53929' viewed the course with id '1750'.;
31/01/2020 16:02,User 26,/,Corso: BASI DI DATI - 25880,Tour utente,Terminato tour,The user with id '13076' has ended the tour with id '3' at step index '5' (id '20') on the page with URL 'https://2018.aulaweb.unige.it/course/view.php?id=1750'.;
31/01/2020 16:02,User 26,/,Corso: BASI DI DATI - 25880,Tour utente,Visualizzato passo,The user with id '13076' has viewed the tour with id '3' at step index '5' (id '20') on the page with URL 'https://2018.aulaweb.unige.it/course/view.php?id=1750'.;
31/01/2020 16:02,User 58,/,File: Progetto - modalità tradizionale e modalità 2 fasi (organizzazione e valutazione),Risorsa,Visualizzato modulo corso,The user with id '53929' viewed the 'resource' activity with course module id '60780'.;
31/01/2020 16:01,User 26,/,File: Progetto: modalità di svolgimento e consegna,Risorsa,Visualizzato modulo corso,The user with id '13076' viewed the 'resource' activity with course module id '54206'.;
31/01/2020 16:01,User 58,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '53929' viewed the course with id '1750'.;
31/01/2020 16:01,User 58,/,Compito: Consegna progetto,Compito,Visualizzato stato consegna,The user with id '53929' has viewed the submission status page for the assignment with course module id '54211'.;
31/01/2020 16:01,User 58,/,Compito: Consegna progetto,Compito,Visualizzato modulo corso,The user with id '53929' viewed the 'assign' activity with course module id '54211'.;
31/01/2020 16:01,User 26,/,Corso: BASI DI DATI - 25880,Tour utente,Visualizzato passo,The user with id '13076' has viewed the tour with id '3' at step index '1' (id '16') on the page with URL 'https://2018.aulaweb.unige.it/course/view.php?id=1750'.;
31/01/2020 16:01,User 26,/,Corso: BASI DI DATI - 25880,Tour utente,Visualizzato passo,The user with id '13076' has viewed the tour with id '3' at step index '0' (id '15') on the page with URL 'https://2018.aulaweb.unige.it/course/view.php?id=1750'.;
31/01/2020 16:01,User 26,/,Corso: BASI DI DATI - 25880,Tour utente,Avviato tour,The user with id '13076' has started the tour with id '3' on the page with URL 'https://2018.aulaweb.unige.it/course/view.php?id=1750'.;
31/01/2020 16:01,User 26,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '13076' viewed the course with id '1750'.;
31/01/2020 16:01,User 58,/,Corso: BASI DI DATI - 25880,Sistema,Visualizzato corso,The user with id '53929' viewed the course with id '1750'.;
31/01/2020 16:00,User 58,/,Wiki: Discussioni progetti,Wiki,Visualizzato modulo corso,The user with id '53929' viewed the 'wiki' activity with course module id '80378'.;
